generation,best_score,mean_score,best_spread,best_mf,best_mf_to_ideal,best_dcv,population_diversity,best_seed_nodes,best_seed_groups,best_seed_communities,best_seed_group_counts,best_seed_labels
10,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.9031525753158408,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
11,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.9050728862973761,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
12,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.883451895043732,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
13,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8703129251700681,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
14,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8662390670553938,"[271, 12, 331, 140]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 7]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '331|g=__missing__|c=16', '140|g=__missing__|c=7']"
15,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8539319727891158,"[271, 12, 331, 140]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 7]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '331|g=__missing__|c=16', '140|g=__missing__|c=7']"
16,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8472847424684161,"[271, 12, 331, 140]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 16, 7]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '331|g=__missing__|c=16', '140|g=__missing__|c=7']"
17,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8537609329446064,"[271, 12, 349, 30]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 6]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '349|g=__missing__|c=10', '30|g=__missing__|c=6']"
18,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8448202137998057,"[271, 12, 349, 30]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 6]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '349|g=__missing__|c=10', '30|g=__missing__|c=6']"
19,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8448202137998057,"[271, 12, 349, 30]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 6]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '349|g=__missing__|c=10', '30|g=__missing__|c=6']"
20,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.837745383867833,"[271, 12, 349, 30]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 6]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '349|g=__missing__|c=10', '30|g=__missing__|c=6']"
21,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8413061224489797,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
22,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8413605442176871,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
23,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8477434402332363,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
24,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8477434402332363,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
25,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8408318756073859,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
26,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8418036929057339,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
27,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8387871720116619,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
28,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8387871720116619,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
29,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8353430515063169,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
30,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8306938775510205,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
31,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8274674441205054,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
32,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.835521865889213,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
33,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8338503401360545,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
34,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8338503401360545,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
35,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8338503401360545,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
36,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8340058309037902,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
37,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8309659863945579,"[271, 327, 300, 272]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 11, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '327|g=__missing__|c=11', '300|g=__missing__|c=13', '272|g=__missing__|c=10']"
38,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8291467444120507,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
39,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8295354713313898,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
40,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8148027210884354,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
41,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8129757045675414,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
42,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8059786200194365,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
43,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8027133138969875,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
44,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.811630709426628,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
45,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.811630709426628,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
46,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8120738581146745,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
47,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8120738581146745,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
48,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.810052478134111,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
49,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.810052478134111,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
50,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.810052478134111,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
51,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.810052478134111,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
52,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8022312925170069,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
53,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8022312925170069,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
54,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8006064139941692,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
55,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8006064139941692,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
56,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8006064139941692,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
57,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8006064139941692,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
58,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8006064139941692,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
59,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.8006064139941692,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
60,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7990126336248786,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
61,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7890379008746357,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
62,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7890379008746357,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
63,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.786013605442177,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
64,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.786013605442177,"[271, 12, 298, 266]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 13, 10]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '298|g=__missing__|c=13', '266|g=__missing__|c=10']"
65,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7751370262390671,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
66,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7751370262390671,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
67,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7751370262390671,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
68,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7751370262390671,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
69,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7751370262390671,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
70,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7751370262390671,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
71,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7751370262390671,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
72,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7660796890184647,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
73,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7660796890184647,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
74,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7660796890184647,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
75,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7660796890184647,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
76,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7617259475218661,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
77,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7617259475218661,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
78,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7614927113702625,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
79,0.5,0.5,6.333333333333333,0.012666666666666666,1.0,0.0,0.7607930029154519,"[271, 12, 287, 310]","['__missing__', '__missing__', '__missing__', '__missing__']","[15, 0, 10, 13]",{'__missing__': 4},"['271|g=__missing__|c=15', '12|g=__missing__|c=0', '287|g=__missing__|c=10', '310|g=__missing__|c=13']"
